ID;Municipios;Poblacion;Densidad Comercial;Renta Por Hogar
16118;Ledaña;1’560;352.1; 21’100 € 
16119;Leganiel;210;0; 20’300 € 
16121;Majadas, Las;230;0; 24’150 € 
16122;Mariana;300;0; 26’350 € 
16123;Masegosa;60;0; 21’600 € 
16124;Mesas, Las;2’310;238.1; 21’850 € 
16125;Minglanilla;2’240;303.1; 19’650 € 
16126;Mira;910;253.3; 20’050 € 
16128;Monreal del Llano;50;0; 21’600 € 
16129;Montalbanejo;100;0; 21’600 € 
16130;Montalbo;670;477.6; 21’750 € 
16131;Monteagudo de las Salinas;120;0; 29’800 € 
16132;Mota de Altarejos;30;0; 21’600 € 
16133;Mota del Cuervo;6’040;417.6; 24’950 € 
16134;Motilla del Palancar;5’960;472.8; 30’050 € 
16135;Moya;130;0; 17’900 € 
16137;Narboneta;40;0; 21’600 € 
16139;Olivares de Júcar;290;0; 19’600 € 
16140;Olmeda de la Cuesta;20;0; 21’600 € 
16141;Olmeda del Rey;130;0; 24’050 € 
16142;Olmedilla de Alarcón;140;0; 23’300 € 
16143;Olmedilla de Eliz;20;0; 21’600 € 
16145;Osa de la Vega;450;0; 16’750 € 
16146;Pajarón;80;0; 21’600 € 
16147;Pajaroncillo;60;0; 21’600 € 
16148;Palomares del Campo;570;0; 22’100 € 
16149;Palomera;160;0; 29’800 € 
16150;Paracuellos;90;0; 21’600 € 
16151;Paredes;60;0; 21’600 € 
16152;Parra de las Vegas, La;30;0; 21’600 € 
16153;Pedernoso, El;1’130;220.8; 23’900 € 
16154;Pedroñeras, Las;6’640;401.3; 26’900 € 
16155;Peral, El;630;0; 22’600 € 
16156;Peraleja, La;90;0; 21’600 € 
16157;Pesquera, La;210;0; 16’600 € 
16158;Picazo, El;660;107.6; 22’200 € 
16159;Pinarejo;190;0; 19’600 € 
16160;Pineda de Gigüela;60;0; 21’600 € 
16161;Piqueras del Castillo;40;0; 21’600 € 
16162;Portalrubio de Guadamejud;40;0; 21’600 € 
16163;Portilla;60;0; 21’600 € 
16165;Poyatos;60;0; 21’600 € 
16166;Pozoamargo;290;0; 24’000 € 
16167;Pozorrubio de Santiago;320;0; 24’450 € 
16169;Pozuelo, El;40;0; 21’600 € 
16170;Priego;890;0; 24’250 € 
16171;Provencio, El;2’420;238.8; 23’250 € 
16172;Puebla de Almenara;330;0; 23’450 € 
16173;Valle de Altomira, El;200;403.1; 23’450 € 
16174;Puebla del Salvador;180;0; 17’600 € 
16175;Quintanar del Rey;7’620;312.2; 24’000 € 
16176;Rada de Haro;50;0; 21’600 € 
16177;Reíllo;110;0; 19’250 € 
16181;Rozalén del Monte;60;0; 21’600 € 
16185;Saceda-Trasierra;40;0; 21’600 € 
16186;Saelices;460;0; 22’100 € 
16187;Salinas del Manzano;70;0; 21’600 € 
16188;Salmeroncillos;100;0; 21’600 € 
16189;Salvacañete;290;348.4; 25’300 € 
16190;San Clemente;6’950;401; 26’850 € 
16191;San Lorenzo de la Parrilla;1’050;66.5; 22’250 € 
16192;San Martín de Boniches;50;0; 21’600 € 
16193;San Pedro Palmiches;50;0; 21’600 € 
16194;Santa Cruz de Moya;230;508.6; 21’050 € 
16195;Santa María del Campo Rus;530;0; 19’150 € 
16196;Santa María de los Llanos;680;367.1; 21’650 € 
16197;Santa María del Val;60;0; 21’600 € 
16198;Sisante;1’620;203.6; 24’150 € 
16199;Solera de Gabaldón;30;0; 21’600 € 
16202;Talayuelas;850;424; 21’650 € 
16203;Tarancón;15’650;373.5; 29’650 € 
16204;Tébar;290;0; 20’150 € 
16205;Tejadillos;120;0; 20’150 € 
16206;Tinajas;200;0; 18’100 € 
16209;Torralba;110;0; 21’650 € 
16211;Torrejoncillo del Rey;360;0; 20’600 € 
16212;Torrubia del Campo;280;0; 26’200 € 
16213;Torrubia del Castillo;40;0; 21’600 € 
16215;Tragacete;260;0; 23’700 € 
16216;Tresjuncos;270;0; 21’500 € 
16217;Tribaldos;100;0; 21’600 € 
16218;Uclés;230;0; 27’600 € 
16219;Uña;90;0; 21’600 € 
16224;Valdemeca;70;0; 21’600 € 
16225;Valdemorillo de la Sierra;60;0; 21’600 € 
16227;Valdemoro-Sierra;110;0; 21’350 € 
16228;Valdeolivas;200;0; 20’050 € 
16231;Valhermoso de la Fuente;50;0; 21’600 € 
16234;Valsalobre;20;0; 21’600 € 
16236;Valverde de Júcar;1’110;180.5; 24’400 € 
16237;Valverdejo;90;0; 21’600 € 
16238;Vara de Rey;470;0; 24’150 € 
16239;Vega del Codorno;130;0; 26’200 € 
16240;Vellisca;110;0; 20’650 € 
16242;Villaconejos de Trabaque;320;0; 21’750 € 
16243;Villaescusa de Haro;470;0; 24’700 € 
16244;Villagarcía del Llano;720;0; 20’700 € 
16245;Villalba de la Sierra;470;0; 24’850 € 
16246;Villalba del Rey;490;203.3; 22’800 € 
16247;Villalgordo del Marquesado;70;0; 21’600 € 
16248;Villalpardo;990;251.8; 20’450 € 
16249;Villamayor de Santiago;2’470;490.3; 23’000 € 
16250;Villanueva de Guadamejud;70;0; 21’600 € 
16251;Villanueva de la Jara;2’280;410.1; 23’550 € 
16253;Villar de Cañas;390;0; 19’050 € 
16254;Villar de Domingo García;210;0; 29’300 € 
16255;Villar de la Encina;150;0; 26’500 € 
16258;Villar del Humo;170;0; 20’800 € 
16259;Villar del Infantado;40;0; 21’600 € 
16263;Villar de Olalla;1’310;0; 31’500 € 
16264;Villarejo de Fuentes;400;0; 22’500 € 
16265;Villarejo de la Peñuela;20;0; 21’600 € 
16266;Villarejo-Periesteban;380;0; 24’100 € 
16269;Villares del Saz;450;0; 21’250 € 
16270;Villarrubio;200;0; 25’200 € 
16271;Villarta;810;272.3; 19’900 € 
16272;Villas de la Ventosa;210;0; 21’600 € 
16273;Villaverde y Pasaconsol;330;0; 21’850 € 
16274;Víllora;120;0; 16’200 € 
16276;Yémeda;20;0; 21’600 € 
16277;Zafra de Záncara;110;0; 23’800 € 
16278;Zafrilla;60;0; 21’600 € 
16279;Zarza de Tajo;270;0; 23’300 € 
16280;Zarzuela;160;0; 21’650 € 
16901;Campos del Paraíso;710;0; 22’400 € 
16902;Valdetórtola;120;0; 28’350 € 
16903;Valeras, Las;1’480;311; 25’000 € 
16904;Fuentenava de Jábaga;530;0; 34’000 € 
16905;Arcas;1’870;120.5; 32’950 € 
16906;Valdecolmenas, Los;70;0; 21’600 € 
16908;Pozorrubielos de la Mancha;190;0; 19’450 € 
16909;Sotorribas;680;0; 26’250 € 
16910;Villar y Velasco;70;0; 21’600 € 
17001;Agullana;890;0; 34’400 € 
17002;Aiguaviva;790;285.6; 57’200 € 
17003;Albanyà;180;0; 29’450 € 
17004;Albons;800;0; 35’600 € 
17005;Far d'Empordà, El;620;0; 40’500 € 
17006;Alp;1’650;524; 37’450 € 
17007;Amer;2’380;439.4; 37’550 € 
17008;Anglès;5’710;359.8; 33’650 € 
17009;Arbúcies;6’500;279.3; 32’000 € 
17010;Argelaguer;420;0; 33’050 € 
17011;Armentera, L';1’000;501; 36’700 € 
17012;Avinyonet de Puigventós;1’660;0; 42’750 € 
17013;Begur;4’040;470.5; 36’850 € 
17014;Vajol, La;90;0; 35’600 € 
17015;Banyoles;20’170;573.4; 37’700 € 
17016;Bàscara;1’010;246.3; 33’100 € 
17018;Bellcaire d'Empordà;700;143.1; 32’950 € 
17019;Besalú;2’500;433.3; 34’750 € 
17020;Bescanó;5’090;71.1; 42’550 € 
17021;Beuda;190;0; 36’950 € 
17022;Bisbal d'Empordà, La;11’190;437.3; 30’150 € 
17023;Blanes;40’270;423.2; 29’250 € 
17024;Bolvir;490;0; 35’100 € 
17025;Bordils;1’800;222.7; 42’100 € 
17026;Borrassà;750;299.2; 44’500 € 
17027;Breda;3’840;306; 33’350 € 
17028;Brunyola;390;0; 46’100 € 
17029;Boadella i les Escaules;270;0; 39’250 € 
17030;Cabanes;940;0; 31’550 € 
17031;Cabanelles;270;0; 26’500 € 
17032;Cadaqués;2’820;521.3; 30’100 € 
17033;Caldes de Malavella;8’050;319.5; 37’250 € 
17034;Calonge;11’480;647.1; 32’400 € 
17035;Camós;710;0; 45’100 € 
17036;Campdevànol;3’220;369.3; 35’150 € 
17037;Campelles;150;0; 35’950 € 
17038;Campllong;530;0; 51’050 € 
17039;Camprodon;2’440;558.1; 35’700 € 
17040;Canet d'Adri;750;0; 52’950 € 
17041;Cantallops;310;0; 31’850 € 
17042;Capmany;620;0; 34’050 € 
17043;Queralbs;190;0; 32’300 € 
17044;Cassà de la Selva;10’500;482.3; 37’800 € 
17046;Castellfollit de la Roca;940;197; 32’550 € 
17047;Castelló d'Empúries;11’150;893.1; 26’250 € 
17048;Castell-Platja d'Aro;11’460;1155.9; 29’800 € 
17049;Celrà;5’610;202.3; 41’900 € 
17050;Cervià de Ter;970;0; 44’300 € 
17051;Cistella;280;0; 33’600 € 
17052;Siurana;180;0; 54’950 € 
17054;Colera;460;216.5; 32’150 € 
17055;Colomers;190;0; 38’300 € 
17056;Cornellà del Terri;2’420;0; 42’950 € 
17057;Corçà;1’280;125.5; 38’150 € 
17058;Crespià;270;0; 35’400 € 
17060;Darnius;540;0; 30’200 € 
17061;Das;250;0; 58’050 € 
17062;Escala, L';10’500;848.2; 31’000 € 
17063;Espinelves;240;0; 38’900 € 
17064;Espolla;410;0; 33’650 € 
17065;Esponellà;470;0; 47’300 € 
17066;Figueres;47’040;497.8; 29’550 € 
17067;Flaçà;1’150;109; 35’850 € 
17068;Foixà;300;0; 43’300 € 
17069;Fontanals de Cerdanya;510;0; 49’600 € 
17070;Fontanilles;160;0; 55’550 € 
17071;Fontcoberta;1’470;0; 45’300 € 
17073;Fornells de la Selva;2’700;101.9; 54’450 € 
17074;Fortià;790;0; 37’150 € 
17075;Garrigàs;460;0; 41’250 € 
17076;Garrigoles;170;0; 35’300 € 
17077;Garriguella;910;0; 37’550 € 
17078;Ger;500;0; 41’750 € 
17079;Girona;101’930;458.1; 39’200 € 
17080;Gombrèn;200;0; 39’850 € 
17081;Gualta;420;831.4; 42’950 € 
17082;Guils de Cerdanya;590;0; 44’350 € 
17083;Hostalric;4’330;435.8; 32’600 € 
17084;Isòvol;310;0; 47’150 € 
17085;Jafre;380;0; 41’300 € 
17086;Jonquera, La;3’340;4082; 34’700 € 
17087;Juià;330;0; 43’250 € 
17088;Lladó;850;147.9; 38’650 € 
17089;Llagostera;8’850;267.7; 32’150 € 
17090;Llambilles;730;0; 50’900 € 
17091;Llanars;540;0; 34’750 € 
17092;Llançà;4’840;617.5; 29’650 € 
17093;Llers;1’250;119.8; 38’650 € 
17094;Llívia;1’500;149.6; 35’500 € 
17095;Lloret de Mar;38’400;508.2; 25’050 € 
17096;Llosses, Les;210;0; 32’300 € 
17097;Madremanya;300;0; 36’750 € 
17098;Maià de Montcal;470;0; 34’250 € 
17099;Meranges;100;0; 35’600 € 
17100;Masarac;280;0; 36’600 € 
17101;Massanes;800;0; 29’850 € 
17102;Maçanet de Cabrenys;730;0; 29’900 € 
17103;Maçanet de la Selva;7’350;266.6; 31’550 € 
17105;Mieres;350;0; 31’150 € 
17106;Mollet de Peralada;200;0; 32’600 € 
17107;Molló;350;0; 34’500 € 
17109;Montagut i Oix;950;0; 36’550 € 
17110;Mont-ras;1’670;0; 40’700 € 
17111;Navata;1’430;87.2; 40’900 € 
17112;Ogassa;240;0; 34’350 € 
17114;Olot;36’300;462.8; 36’000 € 
17115;Ordis;370;0; 44’850 € 
17116;Osor;430;0; 30’000 € 
17117;Palafrugell;23’050;543.1; 30’400 € 
17118;Palamós;18’200;635.5; 32’600 € 
17119;Palau de Santa Eulàlia;110;0; 44’850 € 
17120;Palau-saverdera;1’490;97.3; 34’500 € 
17121;Palau-sator;320;0; 40’550 € 
17123;Palol de Revardit;450;0; 44’150 € 
17124;Pals;2’520;1510.3; 34’900 € 
17125;Pardines;170;0; 38’750 € 
17126;Parlavà;410;0; 39’000 € 
17128;Pau;590;0; 34’500 € 
17129;Pedret i Marzà;190;0; 33’300 € 
17130;Pera, La;450;0; 44’400 € 
17132;Peralada;1’940;0; 44’350 € 
17133;Planes d'Hostoles, Les;1’710;263; 34’950 € 
17134;Planoles;310;0; 32’050 € 
17135;Pont de Molins;520;0; 34’400 € 
17136;Pontós;260;1772.7; 32’800 € 
17137;Porqueres;4’700;0; 42’700 € 
17138;Portbou;1’090;0; 30’100 € 
17139;Preses, Les;1’870;624; 43’450 € 
17140;Port de la Selva, El;1’010;346.8; 35’450 € 
17141;Puigcerdà;9’520;470.1; 32’950 € 
17142;Quart;3’860;90.2; 46’150 € 
17143;Rabós;210;0; 27’400 € 
17144;Regencós;280;0; 38’250 € 
17145;Ribes de Freser;1’790;285.4; 32’950 € 
17146;Riells i Viabrea;4’270;202.3; 34’100 € 
17147;Ripoll;10’720;675.6; 33’800 € 
17148;Riudarenes;2’280;109.5; 47’200 € 
17149;Riudaura;510;0; 41’900 € 
17150;Riudellots de la Selva;2’080;250.3; 43’150 € 
17151;Riumors;240;0; 37’200 € 
17152;Roses;19’920;606.4; 26’900 € 
17153;Rupià;300;0; 39’500 € 
17154;Sales de Llierca;160;0; 34’400 € 
17155;Salt;32’230;270.3; 30’200 € 
17157;Sant Andreu Salou;160;0; 49’150 € 
17158;Sant Climent Sescebes;710;98.3; 26’950 € 
17159;Sant Feliu de Buixalleu;810;0; 34’950 € 
17160;Sant Feliu de Guíxols;22’210;418.1; 29’850 € 
17161;Sant Feliu de Pallerols;1’460;103; 40’900 € 
17162;Sant Ferriol;250;0; 42’650 € 
17163;Sant Gregori;4’010;311.1; 52’000 € 
17164;Sant Hilari Sacalm;5’760;305.1; 31’850 € 
17165;Sant Jaume de Llierca;850;0; 36’000 € 
17166;Sant Jordi Desvalls;800;0; 38’450 € 
17167;Sant Joan de les Abadesses;3’250;345.5; 35’400 € 
17168;Sant Joan de Mollet;500;0; 41’750 € 
17169;Sant Julià de Ramis;3’610;0; 38’100 € 
17170;Vallfogona de Ripollès;210;0; 33’500 € 
17171;Sant Llorenç de la Muga;270;0; 31’650 € 
17172;Sant Martí de Llémena;660;0; 39’300 € 
17173;Sant Martí Vell;240;0; 41’500 € 
17174;Sant Miquel de Campmajor;240;0; 38’400 € 
17175;Sant Miquel de Fluvià;750;106; 30’250 € 
17176;Sant Mori;160;0; 36’750 € 
17177;Sant Pau de Segúries;720;118.6; 33’400 € 
17178;Sant Pere Pescador;2’080;384.1; 31’900 € 
17180;Santa Coloma de Farners;13’460;420.6; 35’350 € 
17181;Santa Cristina d'Aro;5’410;325.1; 36’300 € 
17182;Santa Llogaia d'Àlguema;380;0; 32’000 € 
17183;Sant Aniol de Finestres;350;0; 40’450 € 
17184;Santa Pau;1’590;0; 39’450 € 
17185;Sant Joan les Fonts;3’050;163.9; 39’750 € 
17186;Sarrià de Ter;5’230;581.3; 37’450 € 
17187;Saus, Camallera i Llampaies;870;404.6; 36’500 € 
17188;Selva de Mar, La;210;0; 30’950 € 
17189;Cellera de Ter, La;1’970;202.7; 34’850 € 
17190;Serinyà;1’140;0; 37’900 € 
17191;Serra de Daró;240;0; 43’500 € 
17192;Setcases;180;0; 35’000 € 
17193;Sils;6’350;365.4; 34’450 € 
17194;Susqueda;100;0; 35’600 € 
17195;Tallada d'Empordà, La;470;0; 38’750 € 
17196;Terrades;330;0; 41’200 € 
17197;Torrent;160;0; 38’100 € 
17198;Torroella de Fluvià;730;0; 32’000 € 
17199;Torroella de Montgrí;12’020;643.4; 31’100 € 
17200;Tortellà;820;110.3; 36’050 € 
17201;Toses;180;0; 38’750 € 
17202;Tossa de Mar;5’930;786.8; 27’650 € 
17203;Ultramort;230;0; 41’900 € 
17204;Ullà;1’170;0; 33’400 € 
17205;Ullastret;260;0; 41’450 € 
17206;Urús;210;0; 45’900 € 
17207;Vall d'en Bas, La;3’110;121.3; 42’550 € 
17208;Vall de Bianya, La;1’320;0; 43’100 € 
17209;Vall-llobrega;920;0; 42’350 € 
17210;Ventalló;910;0; 37’150 € 
17211;Verges;1’180;109.9; 34’850 € 
17212;Vidrà;190;0; 37’500 € 
17213;Vidreres;8’080;104.3; 33’650 € 
17214;Vilabertran;970;0; 38’550 € 
17215;Vilablareix;3’230;0; 48’950 € 
17216;Viladasens;210;0; 43’900 € 
17217;Viladamat;470;0; 36’900 € 
17218;Vilademuls;840;0; 43’550 € 
17220;Viladrau;1’100;90.7; 35’900 € 
17221;Vilafant;5’480;0; 39’600 € 
17222;Vilaür;160;0; 42’100 € 
17223;Vilajuïga;1’120;160.1; 34’350 € 
17224;Vilallonga de Ter;390;0; 32’350 € 
17225;Vilamacolum;370;0; 38’450 € 
17226;Vilamalla;1’150;43.3; 39’450 € 
17227;Vilamaniscle;210;0; 34’250 € 
17228;Vilanant;400;0; 43’700 € 
17230;Vila-sacra;760;0; 36’400 € 
17232;Vilopriu;230;0; 45’950 € 
17233;Vilobí d'Onyar;3’310;200.3; 40’800 € 
17234;Biure;240;0; 31’850 € 
17901;Cruïlles, Monells i Sant Sadurní de l'Heura;1’330;0; 41’650 € 
17902;Forallac;1’710;0; 43’150 € 
17903;Sant Julià del Llor i Bonmatí;1’310;0; 36’650 € 
18001;Agrón;260;0; 18’850 € 
18002;Alamedilla;560;0; 19’000 € 
18003;Albolote;19’130;293.6; 30’600 € 
18004;Albondón;720;290.9; 18’250 € 
18005;Albuñán;400;471.5; 21’950 € 
18006;Albuñol;7’470;164.6; 20’950 € 
18007;Albuñuelas;790;260.8; 19’400 € 
18010;Aldeire;620;0; 22’850 € 
18011;Alfacar;5’500;114.6; 26’800 € 
18012;Algarinejo;2’440;143.4; 17’100 € 
18013;Alhama de Granada;5’670;185.1; 22’600 € 
18014;Alhendín;9’670;216.9; 26’450 € 
18015;Alicún de Ortega;470;213.7; 20’850 € 
18016;Almegíjar;330;212.1; 20’150 € 
18017;Almuñécar;25’890;269; 23’000 € 
18018;Alquife;560;213.9; 25’350 € 
18020;Arenas del Rey;1’160;0; 20’250 € 
18021;Armilla;24’380;479.3; 27’750 € 
18022;Atarfe;19’200;314; 24’400 € 
18023;Baza;20’280;381.2; 26’400 € 
18024;Beas de Granada;980;163.3; 26’850 € 
18025;Beas de Guadix;320;0; 20’450 € 
18027;Benalúa;3’290;218.6; 21’700 € 
18028;Benalúa de las Villas;1’060;94; 19’600 € 
18029;Benamaurel;2’280;83.2; 20’250 € 
18030;Bérchules;720;198.6; 19’700 € 
18032;Bubión;320;279.5; 22’000 € 
18033;Busquístar;290;279.7; 17’300 € 
18034;Cacín;550;351.4; 17’300 € 
18035;Cádiar;1’490;315; 21’300 € 
18036;Cájar;5’260;43.7; 34’950 € 
18037;Calicasas;640;139.8; 21’500 € 
18038;Campotéjar;1’230;97.7; 20’950 € 
18039;Caniles;4’040;186.2; 22’350 € 
18040;Cáñar;390;0; 21’450 € 
18042;Capileira;580;544.8; 21’500 € 
18043;Carataunas;200;0; 21’000 € 
18044;Cástaras;240;0; 17’850 € 
18045;Castilléjar;1’290;48.9; 18’300 € 
18046;Castril;2’020;168.5; 19’150 € 
18047;Cenes de la Vega;8’180;73.1; 25’300 € 
18048;Cijuela;3’470;43.2; 22’600 € 
18049;Cogollos de Guadix;630;174.6; 21’400 € 
18050;Cogollos de la Vega;2’020;124.1; 22’500 € 
18051;Colomera;1’300;369.8; 19’650 € 
18053;Cortes de Baza;1’870;238; 21’400 € 
18054;Cortes y Graena;990;151.5; 21’300 € 
18056;Cúllar;4’080;333.9; 20’950 € 
18057;Cúllar Vega;7’710;181.3; 29’400 € 
18059;Chauchina;5’620;943.3; 22’350 € 
18061;Chimeneas;1’240;144.7; 18’950 € 
18062;Churriana de la Vega;15’740;182.6; 26’700 € 
18063;Darro;1’640;140.6; 18’750 € 
18064;Dehesas de Guadix;410;0; 22’400 € 
18065;Dehesas Viejas;690;146; 20’500 € 
18066;Deifontes;2’630;172.2; 19’500 € 
18067;Diezma;780;212.6; 19’400 € 
18068;Dílar;2’140;30.4; 30’800 € 
18069;Dólar;640;141.3; 23’250 € 
18070;Dúdar;360;0; 29’400 € 
18071;Dúrcal;7’170;170.6; 24’150 € 
18072;Escúzar;810;0; 22’000 € 
18074;Ferreira;290;0; 23’550 € 
18076;Fonelas;950;67; 17’650 € 
18078;Freila;940;160.3; 18’650 € 
18079;Fuente Vaqueros;4’420;106.7; 19’300 € 
18082;Galera;1’110;94.9; 18’650 € 
18083;Gobernador;220;0; 23’150 € 
18084;Gójar;6’000;60.5; 32’700 € 
18085;Gor;730;192; 21’000 € 
18086;Gorafe;380;0; 15’050 € 
18087;Granada;231’770;332.7; 31’700 € 
18088;Guadahortuna;1’840;255.6; 17’650 € 
18089;Guadix;18’460;372.7; 25’150 € 
18093;Gualchos;5’290;134.7; 22’100 € 
18094;Güejar Sierra;2’910;48.2; 25’050 € 
18095;Güevéjar;2’660;101.6; 25’050 € 
18096;Huélago;380;0; 22’100 € 
18097;Huéneja;1’190;0; 24’700 € 
18098;Huéscar;7’240;391; 23’700 € 
18099;Huétor de Santillán;1’900;84.3; 29’350 € 
18100;Huétor Tájar;10’510;225.9; 21’350 € 
18101;Huétor Vega;12’120;153.5; 31’900 € 
18102;Illora;10’080;195.7; 18’950 € 
18103;Itrabo;970;0; 17’550 € 
18105;Iznalloz;5’090;353.4; 18’800 € 
18106;Játar;610;453.2; 22’350 € 
18107;Jayena;1’050;358.9; 18’800 € 
18108;Jerez del Marquesado;950;102.7; 22’600 € 
18109;Jete;990;96.4; 21’450 € 
18111;Jun;3’930;73.8; 31’100 € 
18112;Juviles;140;0; 22’900 € 
18114;Calahorra, La;660;376.5; 21’850 € 
18115;Láchar;3’550;50.7; 20’300 € 
18116;Lanjarón;3’610;222.9; 21’650 € 
18117;Lanteira;570;0; 24’150 € 
18119;Lecrín;2’200;163.9; 23’950 € 
18120;Lentegí;340;326.4; 20’800 € 
18121;Lobras;130;0; 19’650 € 
18122;Loja;20’460;294.9; 22’650 € 
18123;Lugros;310;0; 18’350 € 
18124;Lújar;480;0; 21’600 € 
18126;Malahá, La;1’790;0; 21’850 € 
18127;Maracena;22’360;262.9; 26’450 € 
18128;Marchal;410;0; 19’700 € 
18132;Moclín;3’610;107.9; 20’650 € 
18133;Molvízar;2’750;0; 20’900 € 
18134;Monachil;8’140;63.8; 28’650 € 
18135;Montefrío;5’340;384.4; 18’750 € 
18136;Montejícar;2’070;289.6; 16’750 € 
